,SMILES,NFAs name ,HOMO,LUMO,Eg,Jsc,Voc,FF,PCE,reference
902,CCCCCCCCN1N=C2C(/C=C3/SC(=S)N(CC)C3=O)=CC=C(C3=CC4=C(C=C3)C3=C(C=C(C5=CC=C(/C=C6/SC(=S)N(CC)C6=O)C6=NN(CCCCCCCC)N=C56)C=C3)C43C4=C(C=CC=C4)C4=C3C=CC=C4)C2=N1,BTA21,-5.61,-3.04,2.19,5.45,1.02,0.43,3.28,"X. Wen, B. Xiao, A. Tang, J. Hu, C. Yang, E. Zhou, Wide Band Gap Non-Fullerene Small Molecular Acceptors Containing Spirobifluorene and Benzotriazole with Three Different End-Capped Groups for P3HT-Based Organic Solar Cells, Chin. J. Chem. 36 (2018) 392–398. https://doi.org/10.1002/cjoc.201700792."
903,CCCCCCCCC1=C(C2=CC3=C(OCC(CC)CCCC)C4=C(C(OCC(CC)CCCC)=C3S2)C2=C(S4)C3=C(C4=C(C5=NSN=C53)C3=C(C5=C(OCC(CC)CCCC)C6=C(C=C(C7=C(CCCCCCCC)C=C(/C=C8/C(=O)C9=CC(F)=C(F)C=C9C8=C(C#N)C#N)S7)S6)C(OCC(CC)CCCC)=C5S3)N4CC(CC)CCCC)N2CC(CC)CCCC)SC(/C=C2C(=O)C3=CC(F)=C(F)C=C3C2=C(C#N)C#N)=C1,X9T4FIC,-5.51,-4.1,1.29,7.01,0.85,0.541,3.22,"J. Xiao, T. Yan, T. Lei, Y. Li, Y. Han, L. cao, W. Song, S. Tan, Z. Ge, Organic solar cells based on non-fullerene acceptors of nine fused-ring by modifying end groups, Org. Electron. 81 (2020) 105662. https://doi.org/10.1016/j.orgel.2020.105662."
904,CCCCCCC1(CCCCCC)C2=C(SC(/C=C3C(=O)C4=CC=CC=C4C3=C(C#N)C#N)=C2)C2=C1C=CC1=C2C=CC2=C1C1=C(C=C(/C=C3C(=O)C4=CC=CC=C4C3=C(C#N)C#N)S1)C2(CCCCCC)CCCCCC,DTNIC6,-5.87,-3.92,1.7,6.49,0.98,0.51,3.22,"Y. Ma, M. Zhang, Y. Yan, J. Xin, T. Wang, W. Ma, C. Tang, Q. Zheng, Ladder-Type Dithienonaphthalene-Based Small-Molecule Acceptors for Efficient Nonfullerene Organic Solar Cells, Chem. Mater. 29 (2017) 7942–7952. https://doi.org/10.1021/acs.chemmater.7b02887."
905,CCCCCC(CCCCC)N1C(=O)C2=CC=C3C4=C5C6=C(C=C4)C(=O)N(C(CCCCC)CCCCC)C(=O)C6=CC4=C5C5=C(C=C(C1=O)C2=C35)C1=C4OC2=C1C1=C3C4=C2CC2C(=O)N(C(CCCCC)CCCCC)C(=O)C5=CC=C(C6=CC=C7C(=O)N(C(CCCCC)CCCCC)C(=O)C(=C1)C7=C63)C4=C52,FPDI-F,-6.1,-3.43,2.21,8.71,0.92,0.4,3.2,"H. Zhong, C.-H. Wu, C.-Z. Li, J. Carpenter, C.-C. Chueh, J.-Y. Chen, H. Ade, A.K.-Y. Jen, Rigidifying Nonplanar Perylene Diimides by Ring Fusion Toward Geometry-Tunable Acceptors for High-Performance Fullerene-Free Solar Cells, Adv. Mater. 28 (2016) 951–958. https://doi.org/10.1002/adma.201504120."
906,CCCCC(CC)CN1C(=O)C2=C(C3=CC=CS3)N(CC(CC)CCCC)C(=O)C2=C1C1=CC=C(C#CC2=CC3=C4N=C5C6=C(C=C(C#CC7=CC=C(C8=C9C(=O)N(CC(CC)CCCC)C(C%10=CC=CS%10)=C9C(=O)N8CC(CC)CCCC)S7)C=C6)/C6=N/C7=N/C(=NC(=C3C=C2)N4B(OC2=CC=C(C(C)(C)C)C=C2)N56)C2=C7C=CC(C#CC3=CC=C(C4=C5C(=O)N(CC(CC)CCCC)C(C6=CC=CS6)=C5C(=O)N4CC(CC)CCCC)S3)=C2)C1,C1-OPh 1,-5.74,-3.79,1.95,6.42,1.17,0.4216,3.17,"M.J. álvaro-Martins, J.G. Sánchez, G. Lavarda, D. Molina, J. Pallarès, T. Torres, L.F. Marsal, á. Sastre-Santos, Subphthalocyanine-Diketopyrrolopyrrole Conjugates: 3D Star-Shaped Systems as Non-Fullerene Acceptors in Polymer Solar Cells with High Open-Circuit Voltage, ChemPlusChem. 86 (2021) 1366–1373. https://doi.org/10.1002/cplu.202100103."
907,CCCCCCC(C)N1C(=O)C2=CC3=C(C=C2C1=O)C1=CC=C(C2=C(CC(CC)CCCC)C=C(C4=C(F)C5=C(C6=NSN=C64)C(F)=C(C4=CC(CC(CC)CCCC)=C(C6=CC=C7C8=C(C=C9C(=O)N(C(C)CCCCCC)C(=O)C9=C8)C8=CC=CC6=C87)S4)C4=NSN=C45)S2)C2=C1C3=CC=C2,FNTz-Teh-FA,-6.17,-3.55,2.08,5.81,0.89,0.6,3.12,"S. Chatterjee, Y. Ie, T. Seo, T. Moriyama, G.-J.A.H. Wetzelaer, P.W.M. Blom, Y. Aso, Fluorinated naphtho[1,2-c:5,6-c’]bis[1,2,5]thiadiazole-containing π-conjugated compound: synthesis, properties, and acceptor applications in organic solar cells, NPG Asia Mater. 10 (2018) 1016–1028. https://doi.org/10.1038/s41427-018-0088-4."
908,CC(C)(C)C1=CC(C(C)(C)C)=C(B(C2=CC=C(C3=CC=C(/C=C4C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)S3)S2)C2=CC=C(C3=CC=C(/C=C4C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)S3)S2)C(C(C)(C)C)=C1,B-H,-5.92,-3.97,1.91,8.97,0.8,0.435,3.12,"Y. Yu, B. Meng, F. J?kle, J. Liu, L. Wang, Molecular Acceptors Based on a Triarylborane Core Unit for Organic Solar Cells, Chem. – Eur. J. 26 (2020) 873–880. https://doi.org/10.1002/chem.201904178."
909,CCCCC(CC)CN1C(=O)C2=C3C(=C(C4=CC=C(/C=C5SC(=S)N(CC)C5=O)S4)C=C4C(=O)N(CC(CC)CCCC)C(=O)C(=C43)C(C3=CC=C(/C=C4SC(=S)N(CC)C4=O)S3)=C2)C1=O,NDI-TR,-5.81,-3.95,,7.01,0.64,0.69,3.07,"M.J. Sung, M. Huang, S.H. Moon, T.H. Lee, S.Y. Park, J.Y. Kim, S.-K. Kwon, H. Choi, Y.-H. Kim, Naphthalene diimide-based small molecule acceptors for fullerene-free organic solar cells, Sol. Energy. 150 (2017) 90–95. https://doi.org/10.1016/j.solener.2017.03.090."
910,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(C=CC=C2)C2=C1C=C1C(=C2)C2=C3C(=CC=C2)C2=C4C(=CC=CC4=C13)C1=CC3=C(C=C12)C(CC(CC)CCCC)(CC(CC)CCCC)C1=C3C=CC=C1,DIR-2EH,-5.38,-3.3,1.97,4.29,1.22,0.582,3.05,"H.-Y. Chen, J. Golder, S.-C. Yeh, C.-W. Lin, C.-T. Chen, C.-T. Chen, Diindeno[1,2-g:1′,2′-s]rubicene: all-carbon non-fullerene electron acceptor for efficient bulk-heterojunction organic solar cells with high open-circuit voltage, RSC Adv. 5 (2014) 3381–3385. https://doi.org/10.1039/C4RA12505C."
911,CCCCCCCCN1N=C2C(/C=C3SC(=O)N(CC)C3=O)=CC=C(C3=CC4=C(S3)C3=CC5=C(C=C3C4(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=C(C=C(C4=CC=C(/C=C6SC(=O)N(CC)C6=S)C6=NN(CCCCCCCC)N=C46)S3)C5(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C2=N1,BTA1,-5.46,-3.59,,5.21,1.24,0.4671,3.02,"A. Tang, B. Xiao, Y. Wang, F. Gao, K. Tajima, H. Bin, Z.-G. Zhang, Y. Li, Z. Wei, E. Zhou, Simultaneously Achieved High Open-Circuit Voltage and Efficient Charge Generation by Fine-Tuning Charge-Transfer Driving Force in Nonfullerene Polymer Solar Cells, Adv. Funct. Mater. 28 (2018) 1704507. https://doi.org/10.1002/adfm.201704507."
912,CCCCCCOC1=C(/C=C(C#N)C2=CC=C(C3=CC=C4C(=O)N(CC(CC)CCCC)C(=O)C5=C4C3=CC=C5)S2)C=CC2=C(OCCCCCC)C(/C=C(C#N)C3=CC=C(C4=CC=C5C(=O)N(CC(CC)CCCC)C(=O)C6=C5C4=CC=C6)S3)=CC=C21,NIDCSN,-5.73,-3.08,,5.44,1.08,0.55,3.01,"O.K. Kwon, J.-H. Park, S.Y. Park, An efficient nonfullerene acceptor for all-small-molecule solar cells with versatile processability in environmentally benign solvents, Org. Electron. 30 (2016) 105–111. https://doi.org/10.1016/j.orgel.2015.12.017."
913,CCCCCCCCC(CCCCCC)CN1C2=C(SC(/C=C3C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=C3C(=O)C4=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C4C(=O)C3=C(C3=CC4=C(S3)C3=C(C=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S3)N4CC(CCCCCC)CCCCCCCC)S1)S2,BDIC2F,-5.55,-3.85,1.38,9.9,0.799,0.379,3.01,"Y. Li, H. Fu, Z. Wu, X. Wu, M. Wang, H. Qin, F. Lin, H.Y. Woo, A.K.-Y. Jen, Regulating the Aggregation of Unfused Non-Fullerene Acceptors via Molecular Engineering towards Efficient Polymer Solar Cells, ChemSusChem. 14 (2021) 3579–3589. https://doi.org/10.1002/cssc.202100746."
914,CCCCCCOC(=O)/C(C#N)=C/C1=CC(CCCCCC)=C(C2=CC(CCCCCC)=C(C3=CC=C4C(=C3)N(CCCCCC)C3=C4N(CCCCCC)C4=C3C=CC(C3=C(CCCCCC)C=C(C5=C(CCCCCC)C=C(/C=C(C#N)C(=O)OCCCCCC)S5)S3)=C4)S2)S1,DINI-CA,-4.96,-2.92,2.04,7.3,0.75,0.54,2.95,"J. Sim, H. Lee, K. Song, S. Biswas, A. Sharma, G.D. Sharma, J. Ko, Solution processed bulk heterojunction solar cells based on A–D–A small molecules with a dihydroindoloindole (DINI) central donor and different acceptor end groups, J. Mater. Chem. C. 4 (2016) 3508–3516. https://doi.org/10.1039/C6TC00323K."
915,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C(C1=C(CC(CC)CCCC)C=C(/C=C4C(=O)C5=C(C=C6C=CC=CC6=C5)C4=C(C#N)C#N)S1)C=C2)C(CCCCCCCC)(CCCCCCCC)C1=C3C=CC(C2=C(CC(CC)CCCC)C=C(/C=C3C(=O)C4=C(C=C5C=CC=CC5=C4)C3=C(C#N)C#N)S2)=C1,IF-TN,-5.8,-3.93,,7.02,1.006,0.4095,2.89,"R. Li, G. Liu, B. Fan, X. Du, X. Tang, N. Li, L. Ying, C.J. Brabec, F. Huang, Y. Cao, Non-fullerene acceptors end-capped with an extended conjugation group for efficient polymer solar cells, Org. Electron. 59 (2018) 366–373. https://doi.org/10.1016/j.orgel.2018.05.050."
916,CCCCCCCCC1(CCCCCCCC)C2=C(C=CC(C3=C(CCCCCC)C=C(/C=C4C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)S3)=C2)C2=C1C=C(C1=C(CCCCCC)C=C(/C=C3C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)S1)C=C2,DCF2HT,-5.67,-3.72,1.95,9.29,0.97,0.3212,2.89,"Y. Liu, H. Zhang, Y. Sun, X. Wan, Y. Chen, A-D-A-type small molecular acceptor with one hexyl-substituted thiophene as π bridge for fullerene-free organic solar cells, Sci. China Mater. 60 (2017) 49–56. https://doi.org/10.1007/s40843-016-5155-2."
917,CCCCC(CC)COC1=C2C3=C(OCC(CC)CCCC)C=CC4=C3C3=C(C5=NN(CC(CC)CCCC)N=C5C5=C3C2=C(C=C1)C1=C5SC(C2=CC=C(C3=C5C(=O)N(CC(CC)CCCC)C(C6=CC=CS6)=C5C(=O)N3CC(CC)CCCC)S2)=C1)C1=C4C=C(C2=CC=C(C3=C4C(=O)N(CC(CC)CCCC)C(C5=CC=CS5)=C4C(=O)N3CC(CC)CCCC)S2)S1,BTrP-DPP,-5.24,-3.24,,9.44,0.69,0.443,2.88,"Z. Chen, J. Li, M. Li, C. Chen, S. Xu, X. Tang, L. Chen, R. Chen, W. Huang, Synthesis and Application of Perylene-Embedded Benzoazoles for Small-Molecule Organic Solar Cells, Org. Lett. 20 (2018) 6376–6379. https://doi.org/10.1021/acs.orglett.8b02650."
918,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5C(=O)C6=C(C=CC=C6)C5=C(/C#N)C5=CC(F)=CC(F)=C5)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2C(=O)C4=C(C=CC=C4)C2=C(/C#N)C2=CC(F)=CC(F)=C2)=C3)C=C1,ITIF,-5.6,-3.78,,7.78,0.958,0.382,2.85,"R. Lv, D. Chen, X. Liao, L. Chen, Y. Chen, A Terminally Tetrafluorinated Nonfullerene Acceptor for Well-Performing Alloy Ternary Solar Cells, Adv. Funct. Mater. 29 (2019) 1805872. https://doi.org/10.1002/adfm.201805872."
919,CCCCCCC(CCCC)CC1=C(C2=CC=C3C(=C2)N(CC(CCCC)CCCCCC)C(=O)/C3=C2/C(=O)N(CC(CCCC)CCCCCC)C3=C2C=CC(C2=C(CC(CCCC)CCCCCC)C=C(/C=C4C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)S2)=C3)SC(/C=C2C(=O)C3=C(C=CC=C3)C2=C(C#N)C#N)=C1,IID-IC,-5.99,-3.95,,6.36,0.83,0.53,2.82,"J. Miao, B. Meng, J. Liu, L. Wang, An A–D–A′–D–A type small molecule acceptor with a broad absorption spectrum for organic solar cells, Chem. Commun. 54 (2018) 303–306. https://doi.org/10.1039/C7CC08497H."
920,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=CC5=C(S2)/C(=C(C)C#N)C2=CC=CC=C25)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=CC4=C(S3)C(=C(C#N)C#N)C3=CC=CC=C34)=C2)C=C1,Q1-0F,-5.4,-3.78,1.52,7.2,0.89,0.44,2.75,"Q.-Q. Zhang, Y. Li, D. Wang, Z. Chen, Y. Li, S. Li, H. Zhu, X. Lu, H. Chen, C.-Z. Li, Intrinsically Chemo- and Thermostable Electron Acceptors for Efficient Organic Solar Cells, Bull. Chem. Soc. Jpn. 94 (2021) 183–190. https://doi.org/10.1246/bcsj.20200231."
921,CCCCCCCCC(CCCCCCCC)N1C2=C(C=CC(C3=CC=C(/C=C4C(=O)C5=CSC=C5C4=C(C#N)C#N)O3)=C2)C2=C1C=C(C1=CC=C(/C=C3C(=O)C4=CSC=C4C3=C(C#N)C#N)S1)C=C2,DTC-F-C,-5.66,-3.94,1.72,8.94,0.74,0.408,2.7,"J. Liao, P. Zheng, Z. Cai, S. Shen, G. Xu, H. Zhao, Y. Xu, Construction of simple and low-cost acceptors for efficient non-fullerene organic solar cells, Org. Electron. 89 (2021) 106026. https://doi.org/10.1016/j.orgel.2020.106026."
922,CCCCCCC1=C(C2=CC3=C(C=C2)N(CC(CCCC)CCCCCC)C2=CC4=C(C=C2C3=C(C#N)C#N)N(CC(CCCC)CCCCCC)C2=CC=C(C3=C(CCCCCC)C=C(/C=C5/SC(=S)N(CC)C5=O)S3)C=C2C4=C(C#N)C#N)SC(/C=C2SC(=S)N(CC)C2=O)=C1,CN-QA-RH,-5.4,-3.7,,6.46,0.92,0.45,2.66,"T. Yang, Y. Liu, J. Qiu, H. Zhang, F. Li, Y. Wang, Quinacridone-based small molecule acceptor as a third component in ternary organic solar cells, Chem. Eng. J. 432 (2022) 134405. https://doi.org/10.1016/j.cej.2021.134405."
923,CCCCC(CC)COC1=CC(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C(OCC(CC)CCCC)C=C1C1=CC2=C(S1)C1=C(C=C(C3=CC(OCC(CC)CCCC)=C(/C=C4C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)C=C3OCC(CC)CCCC)S1)C2(CC(CC)CCCC)CC(CC)CCCC,DTP-BO-4F,-5.63,-3.86,1.36,6.49,0.84,0.488,2.65,"Y. Zhou, M. Li, N. Yu, S. Shen, J. Song, Z. Ma, Z. Bo, Simple Tricyclic-Based A-π-D-π-A-Type Nonfullerene Acceptors for High-Efficiency Organic Solar Cells, ACS Appl. Mater. Interfaces. 14 (2022) 6039–6047. https://doi.org/10.1021/acsami.1c22520."
924,CCCCCCN1C(=O)C2=CC=CC3=C2C(=CC=C3C#CC2=CC=C3C(=O)N(CCCCCC)C(=O)C4=CC=CC2=C43)C1=O,NI-A-C6,-6.04,-3.48,2.56,4.71,1.06,0.56,2.63,"J. Zhang, H. Xiao, X. Zhang, Y. Wu, G. Li, C. Li, X. Chen, W. Ma, Z. Bo, 1,8-Naphthalimide-based nonfullerene acceptors for wide optical band gap polymer solar cells with an ultrathin active layer thickness of 35 nm, J. Mater. Chem. C. 4 (2016) 5656–5663. https://doi.org/10.1039/C6TC01438K."
925,CCCCCCOC1=CC(OCCCCCC)=CC(C2=C(C3=C(C4=CC(OCCCCCC)=CC(OCCCCCC)=C4)C=C(C4=CC=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S4)S3)SC(C3=CC=C(/C=C4C(=O)C5=CC(F)=C(F)C=C5C4=C(C#N)C#N)S3)=C2)=C1,m-4TB-2F,-5.68,-4,1.66,7.9,0.84,0.4,2.63,"Y.-N. Chen, M. Li, Y. Wang, J. Wang, M. Zhang, Y. Zhou, J. Yang, Y. Liu, F. Liu, Z. Tang, Q. Bao, Z. Bo, A Fully Non-fused Ring Acceptor with Planar Backbone and Near-IR Absorption for High Performance Polymer Solar Cells, Angew. Chem. Int. Ed. 59 (2020) 22714–22720. https://doi.org/10.1002/anie.202010856."
926,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5/C(=C(C#N)C#N)C6=C(C=CC=C6)S5=O)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2/C(=C(C#N)C#N)C4=C(C=CC=C4)S2(=O)=O)=C3)C=C1,ITIC-ICS,-5.48,-4.02,,9.26,0.75,0.37,2.54,"S. Baik, D.W. Kim, H.-S. Kang, S.H. Hong, S. Park, B.-K. An, S.Y. Park, ITIC derivative acceptors for ternary organic solar cells: fine-tuning of absorption bands, LUMO energy levels, and cascade charge transfer, Sustain. Energy Fuels. 6 (2021) 110–120. https://doi.org/10.1039/D1SE01429C."
927,CCN(C/1=O)C(SC1=C/C2=CC=C(C3=CC(C4=C(C5(C6=CC=C(CCCCCCCC)C=C6)C7=CC=C(CCCCCCCC)C=C7)C=C(C8=C9SC(C%10=CC=C(/C=C%11SC(N(CC)C\%11=O)=S)C%12=NSN=C%10%12)=C8)C(C9(C%13=CC=C(OCCCCCCCC)C=C%13)C%14=CC=C(CCCCCCCC)C=C%14)=C4)=C5S3)C%15=NSN=C2%15)=S,A-IDTBTRH,-5.63,-3.59,1.89,5,0.92,0.55,2.53,"H. Huang, B. Xiao, C. Huang, J. Zhang, S. Liu, N. Fu, B. Zhao, T. Qin, E. Zhou, W. Huang, Enhanced open circuit voltage of small molecule acceptors containing angular-shaped indacenodithiophene units for P3HT-based organic solar cells, J. Mater. Chem. C. 6 (2018) 12347–12354. https://doi.org/10.1039/C8TC04608E."
928,CCCCC(CC)COC1=C2C=C(/C=C3SC(=C(C#N)C#N)N(CC)C3=O)SC2=C(OCC(CC)CCCC)C2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C(OCC(CC)CCCC)C3=C(SC(/C=C4SC(=C(C#N)C#N)N(CC)C4=O)=C3)C(OCC(CC)CCCC)=C12,X9Rd,-5.51,-3.8,1.45,6.7,1.08,0.341,2.48,"J. Xiao, T. Yan, T. Lei, Y. Li, Y. Han, L. cao, W. Song, S. Tan, Z. Ge, Organic solar cells based on non-fullerene acceptors of nine fused-ring by modifying end groups, Org. Electron. 81 (2020) 105662. https://doi.org/10.1016/j.orgel.2020.105662."
929,CCCCCCCCC1=CC=C(C2(C3=CC=C(CCCCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=CC=C5C(=C2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C5SC(/C=C5C(=O)C6=CC(F)=C(F)C=C6C5=C(C#N)C#N)=C2)S3)C(C2=CC=C(CCCCCCCC)C=C2)(C2=CC=C(CCCCCCCC)C=C2)C2=C4SC(C3=CC=C4C(=C3)C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)C3=C4SC(/C=C4C(=O)C5=CC(F)=C(F)C=C5C4=C(C#N)C#N)=C3)=C2)C=C1,BITIC-PhC6F4,-5.4,-3.8,1.57,5.44,1.1,0.4117,2.46,"Y.A. Avalos-Quiroz, O. Bardagot, Y. Kervella, C. Auma?tre, L. Cabau, A. Rivaton, O. Margeat, C. Videlot-Ackermann, U. Vongsaysy, J. Ackermann, R. Demadrille, Non-Fullerene Acceptors with an Extended π-Conjugated Core: Third Components in Ternary Blends for High-Efficiency, Post-Treatment-Free Organic Solar Cells, ChemSusChem. 14 (2021) 3502–3510. https://doi.org/10.1002/cssc.202101005."
930,CCCCC(CC)COC1=C2C3=C(OCC(CC)CCCC)C=CC4=C3C3=C(C5=NSN=C5C5=C3C2=C(C=C1)C1=C5SC(C2=CC=C(C3=C5C(=O)N(CC(CC)CCCC)C(C6=CC=CS6)=C5C(=O)N3CC(CC)CCCC)S2)=C1)C1=C4C=C(C2=CC=C(C3=C4C(=O)N(CC(CC)CCCC)C(C5=CC=CS5)=C4C(=O)N3CC(CC)CCCC)S2)S1,BThP–DPP,-5.3,-3.37,,7.37,0.63,0.527,2.45,"Z. Chen, J. Li, M. Li, C. Chen, S. Xu, X. Tang, L. Chen, R. Chen, W. Huang, Synthesis and Application of Perylene-Embedded Benzoazoles for Small-Molecule Organic Solar Cells, Org. Lett. 20 (2018) 6376–6379. https://doi.org/10.1021/acs.orglett.8b02650."
931,CCCCCCCCC(CCCCCC)CN1C(=O)C2=CC=C3C4=C(C=CC(=C24)C1=O)C1=C2C4=C(C=C1)C(=O)N(CC(CCCCCC)CCCCCCCC)C(=O)C4=CC(C1=CC(F)=C(/C=C/C4=C(F)C=C(C5=C6C7=CC=C8C(=O)N(CC(CCCCCC)CCCCCCCC)C(=O)C9=C8C7=C(C=C9)C7=C6C6=C(C=C7)C(=O)N(CC(CCCCCC)CCCCCCCC)C(=O)C6=C5)S4)S1)=C32,PDI-FTVT-PDI,-5.65,-3.82,1.67,7.19,0.75,0.46,2.45,"H.S. Kim, H.J. Park, S.K. Lee, W.S. Shin, C.E. Song, D.-H. Hwang, Effects of the core unit on perylene-diimide-based molecular acceptors in fullerene-free organic solar cells, Org. Electron. 71 (2019) 238–245. https://doi.org/10.1016/j.orgel.2019.05.029."
932,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(C3=CC=C(C4=CC=C(C5=C6C(=O)N(CCCCCCCC)C(=O)C6=C(C6=CC=C(C7=CC8=C(S7)C(OCC(CC)CCCC)=C7C=C(C9=CC=C(C%10=C%11C(=O)N(CCCCCCCC)C(=O)C%11=C(C%11=CC=C(C%12=CC=C(C%13=C%14C(=O)N(CC(CCCCCC)CCCCCCCC)C(C%15=CC=C(C%16=CC=CC=C%16)S%15)=C%14C(=O)N%13CC(CCCCCC)CCCCCCCC)S%12)S%11)S%10)S9)SC7=C8OCC(CC)CCCC)S6)S5)S4)S3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1C1=CC=C(C2=CC=CC=C2)S1,BDT(TPD-DPP)2,-5.67,-3.63,1.55,5.69,0.78,0.545,2.41,"Q. Tao, L. Duan, W. Xiong, G. Huang, P. Wang, H. Tan, Y. Wang, R. Yang, W. Zhu, D(A-A′)2 architecture: An efficient strategy to improve photovoltaic performance of small molecules for solution-processed organic solar cells, Dyes Pigments. 133 (2016) 153–160. https://doi.org/10.1016/j.dyepig.2016.05.033."
933,CCCCC(CC)CN1C(=O)C(C#N)=C(C)/C(=CC2=CC3=C(C=C(C4=CC=C(N(C5=CC=CC=C5)C5=CC=CC=C5)C=C4)S3)S2)C1=O,1,-5.4,-3.7,1.72,5.44,0.83,0.53,2.39,"A. Gupta, A. Ali, M. Gao, Th.B. Singh, A. Bilic, S.E. Watkins, U. Bach, R.A. Evans, Small molecules containing rigidified thiophenes and a cyanopyridone acceptor unit for solution-processable bulk-heterojunction solar cells, Dyes Pigments. 119 (2015) 122–132. https://doi.org/10.1016/j.dyepig.2015.03.028."
934,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5/C(=C(C#N)C#N)C6=C(C=CC=C6)S5(=O)=O)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2/C(=C(C#N)C#N)C4=C(C=CC=C4)S2(=O)=O)=C3)C=C1,ITICS,-5.53,-4.03,,9.42,0.71,0.36,2.39,"S. Baik, D.W. Kim, H.-S. Kang, S.H. Hong, S. Park, B.-K. An, S.Y. Park, ITIC derivative acceptors for ternary organic solar cells: fine-tuning of absorption bands, LUMO energy levels, and cascade charge transfer, Sustain. Energy Fuels. 6 (2021) 110–120. https://doi.org/10.1039/D1SE01429C."
935,CCCCCCCCC(CCCCCCCC)CN1C2=CC3=C(C=C2C2=C1C=C1C(=C2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C1SC1=C2SC(/C=C2C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C1)C(C1=CC=C(CCCCCC)C=C1)(C1=CC=C(CCCCCC)C=C1)C1=C3SC2=C1SC(/C=C1C(=O)C3=C(C=C(F)C(F)=C3)C1=C(C#N)C#N)=C2,4TC-4F-C6C8,-5.59,-4,1.49,6.75,0.84,0.42,2.38,"J. Ouyang, B. Zhang, G. Zeng, J. Zhang, X. Zhao, X. Yang, Improving Efficiency of Organic Solar Cells by Restricting the Rotation of Side Chain on Small Molecule Acceptor, Sol. RRL. 4 (2020) 2000359. https://doi.org/10.1002/solr.202000359."
936,CCCCCCCCC(CCCCCC)CN1C(=O)C2=CC=C3C4=C(C=CC(=C24)C1=O)C1=C3C(C2=CC=CC=C2C)=C2C3=C4C(=CC=C3)C=CC=C4C2=C1C1=C(C)C=CC=C1,AFI3,-5.99,-3.52,2.47,5.21,0.96,0.47,2.37,"L. Ding, C.-Y. Yang, Y.-Q. Zheng, J.-Y. Wang, J. Pei, Z. Su, Acenaphtho[1, 2-k]fluoranthene-Fused Diimide Derivatives: An Investigation of the Relationship Between Molecular Structure and Device Performance, Asian J. Org. Chem. 6 (2017) 1231–1234. https://doi.org/10.1002/ajoc.201700203."
